119,ENSG00000132256,"tripartite motif containing 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16276"" class=""constant"">HGNC:16276</a>]",TRIM5,Q9C035,Protein coding
120,ENSG00000132274,"tripartite motif containing 22 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16379"" class=""constant"">HGNC:16379</a>]",TRIM22,Q8IYM9,Protein coding
121,ENSG00000267940,novel transcript,,,LncRNA
122,ENSG00000180878,"chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28541"" class=""constant"">HGNC:28541</a>]",C11orf42,Q8N5U0,Protein coding
123,ENSG00000051009,"FHF complex subunit HOOK interacting protein 1B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25378"" class=""constant"">HGNC:25378</a>]",FHIP1B,Q8N612,Protein coding
124,ENSG00000132259,"cyclic nucleotide gated channel subunit alpha 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2152"" class=""constant"">HGNC:2152</a>]",CNGA4,Q8IV77,Protein coding
125,ENSG00000110148,"cholecystokinin B receptor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1571"" class=""constant"">HGNC:1571</a>]",CCKBR,P32239,Protein coding
126,ENSG00000170955,"caveolae associated protein 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9400"" class=""constant"">HGNC:9400</a>]",CAVIN3,Q969G5,Protein coding
127,ENSG00000166311,"sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11120"" class=""constant"">HGNC:11120</a>]",SMPD1,P17405,Protein coding
128,ENSG00000166313,"amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:581"" class=""constant"">HGNC:581</a>]",APBB1,O00213,Protein coding
129,ENSG00000110169,"hemopexin [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5171"" class=""constant"">HGNC:5171</a>]",HPX,P02790,Protein coding
130,ENSG00000110171,"tripartite motif containing 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10064"" class=""constant"">HGNC:10064</a>]",TRIM3,O75382,Protein coding
131,ENSG00000132254,"ADP ribosylation factor interacting protein 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17160"" class=""constant"">HGNC:17160</a>]",ARFIP2,P53365,Protein coding
132,ENSG00000132286,"translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4022"" class=""constant"">HGNC:4022</a>]",TIMM10B,Q9Y5J6,Protein coding
133,ENSG00000254595,voltage-dependent anion channel 1(VDAC1) pseudogene,,,Processed pseudogene
134,ENSG00000179532,"dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26532"" class=""constant"">HGNC:26532</a>]",DNHD1,Q96M86,Protein coding
135,ENSG00000132275,"ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29030"" class=""constant"">HGNC:29030</a>]",RRP8,O43159,Protein coding
136,ENSG00000166333,"integrin linked kinase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6040"" class=""constant"">HGNC:6040</a>]",ILK,Q13418,Protein coding
137,ENSG00000166337,"TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11543"" class=""constant"">HGNC:11543</a>]",TAF10,Q12962,Protein coding
138,ENSG00000166340,"tripeptidyl peptidase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2073"" class=""constant"">HGNC:2073</a>]",TPP1,O14773,Protein coding
139,ENSG00000166341,"dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13681"" class=""constant"">HGNC:13681</a>]",DCHS1,Q96JQ0,Protein coding
140,ENSG00000158042,"mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14053"" class=""constant"">HGNC:14053</a>]",MRPL17,Q9NRX2,Protein coding
141,ENSG00000254838,"GTPase, very large interferon inducible pseudogene 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25813"" class=""constant"">HGNC:25813</a>]",GVINP1,,Transcribed unprocessed pseudogene
142,ENSG00000254781,"GTPase, very large interferon inducible pseudogene 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:38876"" class=""constant"">HGNC:38876</a>]",GVINP2,,Processed pseudogene
143,ENSG00000184933,"olfactory receptor family 6 subfamily A member 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15301"" class=""constant"">HGNC:15301</a>]",OR6A2,O95222,Protein coding
144,ENSG00000254712,phosphorylated adaptor for RNA export (PHAX) pseudogene,,,Processed pseudogene
145,ENSG00000166363,"olfactory receptor family 10 subfamily A member 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15131"" class=""constant"">HGNC:15131</a>]",OR10A5,Q9H207,Protein coding
146,ENSG00000170782,"olfactory receptor family 10 subfamily A member 4 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15130"" class=""constant"">HGNC:15130</a>]",OR10A4,Q9H209,Protein coding
147,ENSG00000166368,"olfactory receptor family 2 subfamily D member 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8244"" class=""constant"">HGNC:8244</a>]",OR2D2,Q9H210,Protein coding
148,ENSG00000178358,"olfactory receptor family 2 subfamily D member 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15146"" class=""constant"">HGNC:15146</a>]",OR2D3,Q8NGH3,Protein coding
149,ENSG00000149054,"zinc finger protein 215 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13007"" class=""constant"">HGNC:13007</a>]",ZNF215,Q9UL58,Protein coding
150,ENSG00000149050,"zinc finger protein 214 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13006"" class=""constant"">HGNC:13006</a>]",ZNF214,Q9UL59,Protein coding
151,ENSG00000158077,"NLR family pyrin domain containing 14 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:22939"" class=""constant"">HGNC:22939</a>]",NLRP14,Q86W24,Protein coding
152,ENSG00000170743,"synaptotagmin 9 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19265"" class=""constant"">HGNC:19265</a>]",SYT9,Q86SS6,Protein coding
153,ENSG00000251364,"SYT9 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56173"" class=""constant"">HGNC:56173</a>]",SYT9-AS1,,LncRNA
154,ENSG00000183801,"olfactomedin like 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24473"" class=""constant"">HGNC:24473</a>]",OLFML1,Q6UWY5,Protein coding
155,ENSG00000166387,"PPFIA binding protein 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9250"" class=""constant"">HGNC:9250</a>]",PPFIBP2,Q8ND30,Protein coding
156,ENSG00000166394,"cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24376"" class=""constant"">HGNC:24376</a>]",CYB5R2,Q6BCY4,Protein coding
157,ENSG00000183378,"ovochymase 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29970"" class=""constant"">HGNC:29970</a>]",OVCH2,,Protein coding
158,ENSG00000175390,"eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3275"" class=""constant"">HGNC:3275</a>]",EIF3F,O00303,Protein coding
159,ENSG00000166402,"TUB bipartite transcription factor [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12406"" class=""constant"">HGNC:12406</a>]",TUB,P50607,Protein coding
160,ENSG00000254921,novel transcript,,,LncRNA
161,ENSG00000248332,"TUB antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:51120"" class=""constant"">HGNC:51120</a>]",TUB-AS1,,LncRNA
162,ENSG00000166405,"RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30338"" class=""constant"">HGNC:30338</a>]",RIC3,Q7Z5B4,Protein coding
163,ENSG00000166407,"LIM domain only 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6641"" class=""constant"">HGNC:6641</a>]",LMO1,P25800,Protein coding
164,ENSG00000130413,"serine/threonine kinase 33 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14568"" class=""constant"">HGNC:14568</a>]",STK33,Q9BYT3,Protein coding
165,ENSG00000166436,"tripartite motif containing 66 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:29005"" class=""constant"">HGNC:29005</a>]",TRIM66,,Protein coding
166,ENSG00000166441,"ribosomal protein L27a [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10329"" class=""constant"">HGNC:10329</a>]",RPL27A,P46776,Protein coding
167,ENSG00000166444,"DENN domain containing 2B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11350"" class=""constant"">HGNC:11350</a>]",DENND2B,P78524,Protein coding
168,ENSG00000255159,"DENND2B antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:56176"" class=""constant"">HGNC:56176</a>]",DENND2B-AS1,,LncRNA
169,ENSG00000166452,"A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1170"" class=""constant"">HGNC:1170</a>]",AKIP1,Q9NQ31,Protein coding
170,ENSG00000176029,"chromosome 11 open reading frame 16 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1169"" class=""constant"">HGNC:1169</a>]",C11orf16,Q9NQ32,Protein coding
171,ENSG00000175348,"TMEM9 domain family member B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1168"" class=""constant"">HGNC:1168</a>]",TMEM9B,Q9NQ34,Protein coding
172,ENSG00000254860,"TMEM9B antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19230"" class=""constant"">HGNC:19230</a>]",TMEM9B-AS1,,LncRNA
173,ENSG00000175352,"nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1167"" class=""constant"">HGNC:1167</a>]",NRIP3,Q9NQ35,Protein coding
174,ENSG00000253973,"NRIP3 divergent transcript [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:55524"" class=""constant"">HGNC:55524</a>]",NRIP3-DT,,LncRNA
175,ENSG00000175356,"signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30425"" class=""constant"">HGNC:30425</a>]",SCUBE2,Q9NQ36,Protein coding
176,ENSG00000184014,"DENN domain containing 5A [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19344"" class=""constant"">HGNC:19344</a>]",DENND5A,Q6IQ26,Protein coding
177,ENSG00000255097,novel transcript,,,LncRNA
178,ENSG00000166471,"transmembrane protein 41B [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28948"" class=""constant"">HGNC:28948</a>]",TMEM41B,Q5BJD5,Protein coding
179,ENSG00000205339,"importin 7 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9852"" class=""constant"">HGNC:9852</a>]",IPO7,O95373,Protein coding
180,ENSG00000201998,"small nucleolar RNA, H/ACA box 23 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:32613"" class=""constant"">HGNC:32613</a>]",SNORA23,,SnoRNA
181,ENSG00000254397,novel transcript,,,LncRNA
182,ENSG00000166478,"zinc finger protein 143 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12928"" class=""constant"">HGNC:12928</a>]",ZNF143,P52747,Protein coding
183,ENSG00000166483,"WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12761"" class=""constant"">HGNC:12761</a>]",WEE1,P30291,Protein coding
184,ENSG00000133789,"switching B cell complex subunit SWAP70 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17070"" class=""constant"">HGNC:17070</a>]",SWAP70,Q9UH65,Protein coding
185,ENSG00000246273,"SBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27438"" class=""constant"">HGNC:27438</a>]",SBF2-AS1,,LncRNA
186,ENSG00000133812,"SET binding factor 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2135"" class=""constant"">HGNC:2135</a>]",SBF2,Q86WG5,Protein coding
187,ENSG00000255476,novel transcript,,,LncRNA
188,ENSG00000254865,novel transcript,,,LncRNA
189,ENSG00000148926,"adrenomedullin [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:259"" class=""constant"">HGNC:259</a>]",ADM,P35318,Protein coding
190,ENSG00000133805,"adenosine monophosphate deaminase 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:470"" class=""constant"">HGNC:470</a>]",AMPD3,Q01432,Protein coding
191,ENSG00000255823,,,,
192,ENSG00000110315,"ring finger protein 141 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21159"" class=""constant"">HGNC:21159</a>]",RNF141,Q8WVD5,Protein coding
193,ENSG00000177112,"IRAG1 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:43434"" class=""constant"">HGNC:43434</a>]",IRAG1-AS1,,LncRNA
194,ENSG00000133800,"lymphatic vessel endothelial hyaluronan receptor 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14687"" class=""constant"">HGNC:14687</a>]",LYVE1,Q9Y5Y7,Protein coding
195,ENSG00000072952,"inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7237"" class=""constant"">HGNC:7237</a>]",IRAG1,Q9Y6F6,Protein coding
196,ENSG00000198730,"CTR9 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16850"" class=""constant"">HGNC:16850</a>]",CTR9,Q6PD62,Protein coding
197,ENSG00000110321,"eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3297"" class=""constant"">HGNC:3297</a>]",EIF4G2,P78344,Protein coding
198,ENSG00000246308,"novel transcript, antisense to ZBED5",,,LncRNA
199,ENSG00000236287,"zinc finger BED-type containing 5 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30803"" class=""constant"">HGNC:30803</a>]",ZBED5,Q49AG3,Protein coding
200,ENSG00000247271,"ZBED5 antisense RNA 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48646"" class=""constant"">HGNC:48646</a>]",ZBED5-AS1,,LncRNA
201,ENSG00000110328,"polypeptide N-acetylgalactosaminyltransferase 18 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30488"" class=""constant"">HGNC:30488</a>]",GALNT18,Q6P9A2,Protein coding
202,ENSG00000255351,novel transcript,,,LncRNA
203,ENSG00000255462,novel transcript,,,LncRNA
204,ENSG00000170242,"ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20076"" class=""constant"">HGNC:20076</a>]",USP47,Q96K76,Protein coding
205,ENSG00000255492,"H3 histone pseudogene 33 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:54466"" class=""constant"">HGNC:54466</a>]",H3P33,,Processed pseudogene
206,ENSG00000050165,"dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2893"" class=""constant"">HGNC:2893</a>]",DKK3,Q9UBP4,Protein coding
207,ENSG00000133816,"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:24693"" class=""constant"">HGNC:24693</a>]",MICAL2,O94851,Protein coding
208,ENSG00000197702,"parvin alpha [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14652"" class=""constant"">HGNC:14652</a>]",PARVA,Q9NVD7,Protein coding
209,ENSG00000187079,"TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11714"" class=""constant"">HGNC:11714</a>]",TEAD1,P28347,Protein coding
210,ENSG00000254688,novel transcript,,,LncRNA
211,ENSG00000251381,"long intergenic non-protein coding RNA 958 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:48671"" class=""constant"">HGNC:48671</a>]",LINC00958,,LncRNA
212,ENSG00000133794,"basic helix-loop-helix ARNT like 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:701"" class=""constant"">HGNC:701</a>]",BMAL1,O00327,Protein coding
213,ENSG00000222162,"RN7SK pseudogene 151 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:45875"" class=""constant"">HGNC:45875</a>]",RN7SKP151,,Misc RNA
214,ENSG00000148925,"BTB domain containing 10 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:21445"" class=""constant"">HGNC:21445</a>]",BTBD10,Q9BSF8,Protein coding
215,ENSG00000197601,"fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26222"" class=""constant"">HGNC:26222</a>]",FAR1,Q8WVX9,Protein coding
216,ENSG00000152268,,,,
217,ENSG00000133818,"RAS related 2 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17271"" class=""constant"">HGNC:17271</a>]",RRAS2,P62070,Protein coding
218,ENSG00000129083,"COPI coat complex subunit beta 1 [Source:HGNC Symbol;Acc:<a href=""https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2231"" class=""constant"">HGNC:2231</a>]",COPB1,P53618,Protein coding
